"","Estimate","Std. Error","z value","Pr(>|z|)"
"age 6:siteUrban",0.0281311952143484,0.21945114030242,0.128188876920765,0.897999502377795
"age 7:siteUrban",-0.0637941965777103,0.196204251172318,-0.325141765260134,0.745073780593632
"age 8:siteUrban",-0.249569988239756,0.216799112726546,-1.15115779350326,0.249667325354701
"age 9:siteUrban",0.153334299006743,0.234038817872535,0.655166097661002,0.512360819432675
"age10:siteUrban",-0.274649672636779,0.24943651219996,-1.1010804721989,0.270861635189503
"age11:siteUrban",0.218784208417348,0.230666035855027,0.948489046540223,0.342880546420225
"age12:siteUrban",-0.286322173849707,0.229440364706194,-1.2479154407567,0.212062025423121
"age13:siteUrban",0.0808817605998778,0.208371919739226,0.388160557819403,0.697897219558812
"age14:siteUrban",-0.417774882452326,0.171502135275439,-2.43597481618152,0.0148517184837621
"age15:siteUrban",-0.489663097867737,0.191376021051345,-2.55864394701969,0.0105081305655001
"age16:siteUrban",-0.0730648167672381,0.205698450626983,-0.355203534808024,0.722437116781213
"age17:siteUrban",-0.597876682507969,0.259603567411462,-2.30303723661993,0.0212767480930457
"age18:siteUrban",-0.0422931581004835,0.191389744785275,-0.22097922826499,0.825108606632055
"age19:siteUrban",0.587746983149779,0.193599049683498,3.03589807961686,0.0023982041527075
"age20:siteUrban",-0.172208867082286,0.333369927878851,-0.516569890325764,0.60545643887234
"age21:siteUrban",0.254698234980078,0.311548757318187,0.817522872414967,0.41362968375329
"age22:siteUrban",0.151359964703021,0.222153222288947,0.681331394356966,0.495661822632642
"age23:siteUrban",-0.780198239301922,0.546864406303758,-1.42667584561822,0.15367335105604
"age24:siteUrban",0.781037571314296,0.421104087720974,1.85473756747718,0.0636337113032722
"age25:siteUrban",-0.452510832236445,0.239194356510378,-1.89181232717257,0.058515990270118
"age26:siteUrban",-1.0678803117537,0.507340134638723,-2.10486070161615,0.0353034353854612
"age27:siteUrban",-0.901719277645038,0.365067091348077,-2.47000975715251,0.0135109366915177
"age28:siteUrban",0.244306077212465,0.272813084818002,0.895507183518873,0.370516027473126
"age29:siteUrban",0.25778942754975,0.437284280105159,0.589523656070501,0.555510047920408
"age30:siteUrban",0.308844598350042,0.272813076301908,1.13207402862266,0.257603312677308
"age31:siteUrban",-1.00334179061613,0.407096236225115,-2.46463047637046,0.0137154617417099
